training,GT
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/anat/sub-017_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/seg/sub-017_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/anat/sub-017_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/seg/sub-017_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/anat/sub-017_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/seg/sub-017_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/anat/sub-017_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/seg/sub-017_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/anat/sub-017_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/seg/sub-017_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/anat/sub-017_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/seg/sub-017_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/anat/sub-017_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/seg/sub-017_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/anat/sub-017_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/seg/sub-017_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/anat/sub-017_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-017/seg/sub-017_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/anat/sub-018_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/seg/sub-018_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/anat/sub-018_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/seg/sub-018_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/anat/sub-018_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/seg/sub-018_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/anat/sub-018_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/seg/sub-018_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/anat/sub-018_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/seg/sub-018_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/anat/sub-018_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/seg/sub-018_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/anat/sub-018_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/seg/sub-018_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/anat/sub-018_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/seg/sub-018_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/anat/sub-018_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/seg/sub-018_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/anat/sub-018_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-018/seg/sub-018_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-002a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-002a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-002b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-002b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-002c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-002c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-002d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-002d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-002e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-002e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-002f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-002f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-002g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-002g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-002h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-002h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-002i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-002i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-002j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-002j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-003a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-003a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-003b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-003b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-003c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-003c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-003d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-003d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-003e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-003e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-003f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-003f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-003g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-003g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-003h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-003h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-003i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-003i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/anat/sub-020_ses-003j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-020/seg/sub-020_ses-003j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/anat/sub-021_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/seg/sub-021_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/anat/sub-021_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/seg/sub-021_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/anat/sub-021_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/seg/sub-021_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/anat/sub-021_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/seg/sub-021_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/anat/sub-021_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/seg/sub-021_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/anat/sub-021_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/seg/sub-021_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/anat/sub-021_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/seg/sub-021_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/anat/sub-021_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/seg/sub-021_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/anat/sub-021_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/seg/sub-021_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/anat/sub-021_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-021/seg/sub-021_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/anat/sub-022_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/seg/sub-022_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/anat/sub-022_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/seg/sub-022_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/anat/sub-022_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/seg/sub-022_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/anat/sub-022_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/seg/sub-022_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/anat/sub-022_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/seg/sub-022_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/anat/sub-022_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/seg/sub-022_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/anat/sub-022_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/seg/sub-022_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/anat/sub-022_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/seg/sub-022_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/anat/sub-022_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/seg/sub-022_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/anat/sub-022_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-022/seg/sub-022_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-002a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-002a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-002b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-002b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-002c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-002c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-002d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-002d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-002e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-002e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-002f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-002f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-002g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-002g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-002h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-002h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-002i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-002i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/anat/sub-023_ses-002j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-023/seg/sub-023_ses-002j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-002a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-002a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-002b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-002b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-002c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-002c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-002d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-002d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-002e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-002e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-002f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-002f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-002g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-002g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-002h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-002h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-002i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-002i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/anat/sub-024_ses-002j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-024/seg/sub-024_ses-002j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-026/anat/sub-026_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-026/seg/sub-026_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-026/anat/sub-026_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-026/seg/sub-026_ses-001b_training_labels.nii.gz
